MSOA21CD,MSOA21NM,low_rating_pct,restaurant_count,Gi_z,Gi_p,Gi_class
E02000762,Redbridge 012,9.38,32,0.5466648035627474,0.104,Not Significant
E02000763,Redbridge 013,16.67,18,0.1462176510077049,0.478,Not Significant
E02000764,Redbridge 014,4.62,65,-0.011244368367736856,0.445,Not Significant
E02000765,Redbridge 015,14.0,50,1.2380436045531449,0.016,Hot Spot
E02000767,Redbridge 017,7.14,14,0.9344843822675117,0.008,Hot Spot
E02000768,Redbridge 018,0.0,6,-0.01474291696694821,0.314,Not Significant
E02000770,Redbridge 020,6.25,16,0.9981962321484621,0.004,Hot Spot
E02000772,Redbridge 022,9.8,51,0.345170270176919,0.203,Not Significant
E02000773,Redbridge 023,29.03,31,0.9926204203184692,0.084,Not Significant
E02000774,Redbridge 024,8.51,47,0.41082272123399427,0.208,Not Significant
E02000776,Redbridge 026,7.14,28,1.154165901887053,0.011,Hot Spot
E02000777,Redbridge 027,0.0,6,0.6632466469885504,0.015,Hot Spot
E02000779,Redbridge 029,7.35,68,0.9109511764556287,0.011,Hot Spot
E02000781,Redbridge 031,10.0,20,1.0953902854203021,0.008,Hot Spot
E02000782,Redbridge 032,21.95,82,1.360760663152669,0.004,Hot Spot
E02000783,Redbridge 033,11.11,18,1.4782626977464943,0.002,Hot Spot
E02000784,Richmond upon Thames 001,1.82,55,-0.41481652657259593,0.425,Not Significant
E02000785,Richmond upon Thames 002,5.71,70,-0.327699022130776,0.259,Not Significant
E02000786,Richmond upon Thames 003,8.57,35,-0.4201372359005631,0.073,Not Significant
E02000787,Richmond upon Thames 004,5.56,18,-0.19675490784091856,0.386,Not Significant
E02000788,Richmond upon Thames 005,4.6,87,-0.3921124038922974,0.184,Not Significant
E02000789,Richmond upon Thames 006,0.0,31,-0.34109190348713203,0.36,Not Significant
E02000790,Richmond upon Thames 007,2.7,37,-0.4164746928357639,0.281,Not Significant
E02000791,Richmond upon Thames 008,4.86,144,-0.4279543054269261,0.214,Not Significant
E02000792,Richmond upon Thames 009,0.0,29,-0.29861733689983155,0.492,Not Significant
E02000793,Richmond upon Thames 010,1.89,53,-0.2074692129260034,0.49,Not Significant
E02000794,Richmond upon Thames 011,11.11,18,-0.4510410818602635,0.025,Cold Spot
E02000795,Richmond upon Thames 012,2.94,34,-0.6210413892102747,0.012,Cold Spot
E02000796,Richmond upon Thames 013,7.14,28,0.011523529938068166,0.47,Not Significant
E02000797,Richmond upon Thames 014,3.08,130,-0.28185710251673474,0.373,Not Significant
E02000798,Richmond upon Thames 015,3.12,32,-0.33369393092838284,0.194,Not Significant
E02000799,Richmond upon Thames 016,4.35,23,-0.5412198163263934,0.135,Not Significant
E02000800,Richmond upon Thames 017,0.0,11,-0.5488728913871683,0.257,Not Significant
E02000801,Richmond upon Thames 018,0.0,25,-0.4620104894473741,0.236,Not Significant
E02000802,Richmond upon Thames 019,0.0,37,-0.5918576629785203,0.122,Not Significant
E02000803,Richmond upon Thames 020,0.0,10,-0.5130309898525396,0.185,Not Significant
E02000804,Richmond upon Thames 021,4.05,74,-0.3899185223748752,0.248,Not Significant
E02000805,Richmond upon Thames 022,7.41,27,-0.5479162570045715,0.021,Cold Spot
E02000806,Richmond upon Thames 023,6.67,45,-0.5251483586987664,0.037,Cold Spot
E02000807,Southwark 001,12.5,8,-0.145938489437374,0.176,Not Significant
E02000808,Southwark 002,2.23,493,-0.7630314418378505,0.013,Cold Spot
E02000810,Southwark 004,7.69,65,-0.5259136662048438,0.029,Cold Spot
E02000812,Southwark 006,0.73,137,-0.5025717872694805,0.107,Not Significant
E02000813,Southwark 007,3.16,95,-0.34925518355195845,0.276,Not Significant
E02000814,Southwark 008,0.0,28,-0.34568374852359673,0.448,Not Significant
E02000815,Southwark 009,1.33,75,-0.7740008494249611,0.018,Cold Spot
E02000816,Southwark 010,1.59,63,-0.1839487622392224,0.478,Not Significant
E02000817,Southwark 011,0.0,29,-0.5180965966784807,0.14,Not Significant
E02000818,Southwark 012,2.41,83,-0.21806872188517676,0.363,Not Significant
E02000819,Southwark 013,8.0,25,-0.23139782761602626,0.269,Not Significant
E02000820,Southwark 014,0.0,47,-0.4074823296393533,0.215,Not Significant
E02000821,Southwark 015,7.55,53,-0.082527296076668,0.43,Not Significant
E02000822,Southwark 016,14.89,47,-0.08991797999250215,0.215,Not Significant
E02000823,Southwark 017,3.08,65,-0.1411553175243897,0.438,Not Significant
E02000824,Southwark 018,5.0,100,-0.3577373417443171,0.173,Not Significant
E02000825,Southwark 019,0.0,8,0.13943617616218484,0.207,Not Significant
E02000826,Southwark 020,13.04,23,-0.12297926425504943,0.235,Not Significant
E02000827,Southwark 021,7.07,99,0.0020938481667562804,0.473,Not Significant
E02000828,Southwark 022,11.02,118,-0.30741837321972276,0.117,Not Significant
E02000829,Southwark 023,3.45,29,-0.39517363391660737,0.21,Not Significant
E02000830,Southwark 024,3.66,82,-0.2995739712824286,0.254,Not Significant
E02000831,Southwark 025,5.52,163,-0.3785919712849286,0.173,Not Significant
E02000832,Southwark 026,0.0,35,-0.46408775267815583,0.197,Not Significant
E02000833,Southwark 027,0.0,10,-0.6872659987361798,0.055,Not Significant
E02000834,Southwark 028,2.0,50,-0.677827206161224,0.017,Cold Spot
E02000835,Southwark 029,0.0,11,-0.7289327407337314,0.008,Cold Spot
E02000836,Southwark 030,0.0,66,-0.7373681301340521,0.067,Not Significant
E02000837,Southwark 031,2.0,50,-0.5536560633001525,0.053,Not Significant
E02000838,Southwark 032,2.78,36,-0.6680968678696673,0.023,Cold Spot
E02000839,Southwark 033,5.88,17,-0.35180620857221645,0.122,Not Significant
E02000840,Sutton 001,9.52,21,-0.47261546488873335,0.042,Cold Spot
E02000841,Sutton 002,9.52,42,-0.02042805844066697,0.447,Not Significant
E02000842,Sutton 003,10.53,38,-0.28656374367911136,0.136,Not Significant
E02000843,Sutton 004,0.0,32,-0.3342041359324346,0.366,Not Significant
E02000844,Sutton 005,0.0,27,-0.21459750569689645,0.461,Not Significant
E02000845,Sutton 006,6.12,49,-0.7575722482944977,0.001,Cold Spot
E02000846,Sutton 007,6.67,15,-0.23908734589137592,0.277,Not Significant
E02000847,Sutton 008,0.0,24,-0.28139791801308833,0.427,Not Significant
E02000848,Sutton 009,7.69,39,-0.3360408739470204,0.193,Not Significant
E02000849,Sutton 010,4.17,24,-0.3060408197087831,0.314,Not Significant
E02000850,Sutton 011,2.56,39,-0.18943346603277741,0.327,Not Significant
E02000851,Sutton 012,5.56,126,-0.5093502251804525,0.063,Not Significant
E02000852,Sutton 013,0.0,20,-0.33512250493972745,0.409,Not Significant
E02000853,Sutton 014,0.0,10,-0.2425858944905873,0.434,Not Significant
E02000854,Sutton 015,7.69,52,-0.5206330444129091,0.021,Cold Spot
E02000855,Sutton 016,1.67,60,-0.3416021084911836,0.316,Not Significant
E02000856,Sutton 017,6.45,62,-0.1942621919639805,0.33,Not Significant
E02000857,Sutton 018,0.0,20,-0.39593894142268493,0.309,Not Significant
E02000858,Sutton 019,5.13,39,-0.25706113931982427,0.334,Not Significant
E02000859,Sutton 020,0.0,26,-0.139203783383892,0.396,Not Significant
E02000860,Sutton 021,0.0,5,-0.14415277192319315,0.447,Not Significant
E02000861,Sutton 022,3.85,26,-0.07348937886203898,0.467,Not Significant
E02000863,Sutton 024,8.33,12,-0.2967891023019799,0.138,Not Significant
E02000864,Tower Hamlets 001,3.3,91,-0.32502044585950457,0.273,Not Significant
E02000865,Tower Hamlets 002,2.5,80,-0.08292817143699464,0.446,Not Significant
E02000866,Tower Hamlets 003,1.39,72,-0.047596474906417496,0.415,Not Significant
E02000867,Tower Hamlets 004,0.0,38,-0.27910199549485576,0.386,Not Significant
E02000868,Tower Hamlets 005,5.0,60,-0.019237580097879854,0.475,Not Significant
E02000869,Tower Hamlets 006,5.26,57,-0.30818368072580016,0.286,Not Significant
E02000870,Tower Hamlets 007,5.56,36,-0.09971391607029396,0.487,Not Significant
E02000871,Tower Hamlets 008,11.54,26,-0.48037786959323375,0.022,Cold Spot
E02000872,Tower Hamlets 009,7.07,99,-0.0025708832988590646,0.48,Not Significant
E02000873,Tower Hamlets 010,7.14,42,0.1414344790947206,0.324,Not Significant
E02000874,Tower Hamlets 011,7.41,27,0.27064389637080205,0.235,Not Significant
E02000875,Tower Hamlets 012,0.0,59,-0.38318381632139337,0.283,Not Significant
E02000876,Tower Hamlets 013,9.43,106,0.33401864651693286,0.208,Not Significant
E02000877,Tower Hamlets 014,7.55,53,-0.11855748755326838,0.354,Not Significant
E02000878,Tower Hamlets 015,6.71,343,0.1853303310504507,0.276,Not Significant
E02000879,Tower Hamlets 016,13.11,61,0.25412600936462987,0.328,Not Significant
E02000880,Tower Hamlets 017,9.76,41,0.3594195670757901,0.214,Not Significant
E02000881,Tower Hamlets 018,0.0,19,-0.26445182323565825,0.404,Not Significant
E02000882,Tower Hamlets 019,12.12,33,0.5196239383480097,0.15,Not Significant
E02000883,Tower Hamlets 020,2.9,69,-0.4166386873013518,0.188,Not Significant
E02000884,Tower Hamlets 021,12.12,165,-0.1357343893563409,0.259,Not Significant
E02000885,Tower Hamlets 022,0.0,38,0.04207205455566081,0.271,Not Significant
E02000886,Tower Hamlets 023,13.79,29,0.16452125552805782,0.484,Not Significant
E02000887,Tower Hamlets 024,3.7,27,-0.15271692734834577,0.441,Not Significant
E02000888,Tower Hamlets 025,3.7,54,0.14531568144697088,0.257,Not Significant
E02000889,Tower Hamlets 026,0.0,30,-0.2793570979968818,0.427,Not Significant
E02000890,Tower Hamlets 027,7.14,56,-0.410352232787144,0.158,Not Significant
E02000893,Tower Hamlets 030,5.56,18,0.4147768100153947,0.147,Not Significant
E02000894,Tower Hamlets 031,15.38,13,0.22791422728147614,0.443,Not Significant
E02000895,Waltham Forest 001,0.0,15,0.24021381220057877,0.134,Not Significant
E02000896,Waltham Forest 002,1.75,57,-0.5466534996195435,0.177,Not Significant
E02000897,Waltham Forest 003,9.09,11,-0.3911430143845992,0.11,Not Significant
E02000898,Waltham Forest 004,0.0,4,-0.21175493496003717,0.461,Not Significant
E02000899,Waltham Forest 005,12.05,83,-0.1785187232675294,0.227,Not Significant
E02000900,Waltham Forest 006,0.0,21,0.4946238931494785,0.056,Not Significant
E02000901,Waltham Forest 007,5.08,59,-0.07793545104020326,0.491,Not Significant
E02000902,Waltham Forest 008,5.56,18,0.4110140481105138,0.098,Not Significant
E02000903,Waltham Forest 009,15.79,19,0.7414355638594666,0.057,Not Significant
E02000904,Waltham Forest 010,13.64,22,0.48401891770811983,0.166,Not Significant
E02000905,Waltham Forest 011,18.75,64,1.3496637043145452,0.003,Hot Spot
E02000906,Waltham Forest 012,23.33,30,1.6669219309589656,0.01,Hot Spot
E02000907,Waltham Forest 013,12.5,56,1.012124828759072,0.039,Hot Spot
E02000908,Waltham Forest 014,10.42,48,0.9174562902572871,0.015,Hot Spot
E02000909,Waltham Forest 015,5.71,35,0.7627366227786232,0.012,Hot Spot
E02000910,Waltham Forest 016,13.33,60,1.5904349122087083,0.002,Hot Spot
E02000911,Waltham Forest 017,17.03,182,1.9538102047372115,0.001,Hot Spot
E02000912,Waltham Forest 018,30.77,13,1.1804089920045462,0.004,Hot Spot
E02000913,Waltham Forest 019,15.0,40,1.0907984403838373,0.037,Hot Spot
E02000914,Waltham Forest 020,17.86,112,1.6867816607416766,0.001,Hot Spot
E02000915,Waltham Forest 021,13.64,22,0.7391943061630971,0.06,Not Significant
E02000916,Waltham Forest 022,20.0,80,1.543605381479681,0.005,Hot Spot
E02000917,Waltham Forest 023,14.29,42,1.5022787761514969,0.003,Hot Spot
E02000918,Waltham Forest 024,9.21,76,0.29985313285275944,0.209,Not Significant
E02000919,Waltham Forest 025,14.55,55,1.2548293491864444,0.009,Hot Spot
E02000920,Waltham Forest 026,20.59,68,0.8542333868385531,0.037,Hot Spot
E02000921,Waltham Forest 027,13.95,43,0.8902878737915371,0.045,Hot Spot
E02000922,Waltham Forest 028,9.09,44,0.66922333417887,0.051,Not Significant
E02000923,Wandsworth 001,0.0,47,-0.38073483230194544,0.363,Not Significant
E02000925,Wandsworth 003,6.67,30,-0.41813285909893183,0.118,Not Significant
E02000926,Wandsworth 004,6.33,79,-0.41481652657259604,0.126,Not Significant
E02000927,Wandsworth 005,0.0,40,-0.4454288268156954,0.253,Not Significant
E02000928,Wandsworth 006,0.0,50,-0.521245290417771,0.238,Not Significant
E02000929,Wandsworth 007,5.56,18,-0.47104111801908827,0.136,Not Significant
E02000930,Wandsworth 008,2.22,135,-0.5211304942918595,0.071,Not Significant
E02000931,Wandsworth 009,0.0,21,-0.7551232642750497,0.013,Cold Spot
E02000932,Wandsworth 010,0.0,159,-0.5712793944817701,0.055,Not Significant
E02000933,Wandsworth 011,3.45,29,-0.6820910622665127,0.018,Cold Spot
E02000934,Wandsworth 012,1.37,73,-0.5205018488404387,0.113,Not Significant
E02000935,Wandsworth 013,0.0,12,-0.4581839519169865,0.206,Not Significant
E02000936,Wandsworth 014,0.0,14,-0.8104440640000791,0.006,Cold Spot
E02000937,Wandsworth 015,0.0,18,-0.6976401671518967,0.012,Cold Spot
E02000938,Wandsworth 016,0.0,9,-0.7566538792872046,0.064,Not Significant
E02000939,Wandsworth 017,0.0,5,-0.8515520100408124,0.046,Cold Spot
E02000940,Wandsworth 018,5.26,76,-0.6482353159262282,0.022,Cold Spot
E02000941,Wandsworth 019,5.0,20,-0.6051229930838633,0.037,Cold Spot
E02000942,Wandsworth 020,0.0,33,-0.8299047405831923,0.005,Cold Spot
E02000943,Wandsworth 021,2.44,123,-0.8517706693282632,0.002,Cold Spot
E02000944,Wandsworth 022,0.0,3,-0.8622663151258972,0.011,Cold Spot
E02000945,Wandsworth 023,2.7,37,-0.8490009850205542,0.001,Cold Spot
E02000946,Wandsworth 024,1.69,59,-0.7122660439347107,0.02,Cold Spot
E02000947,Wandsworth 025,0.0,41,-0.6370472490516667,0.058,Not Significant
E02000948,Wandsworth 026,0.0,8,-0.5062707735488551,0.04,Cold Spot
E02000949,Wandsworth 027,1.82,55,-0.48910237516251687,0.067,Not Significant
E02000950,Wandsworth 028,0.0,5,-0.8393070899435727,0.004,Cold Spot
E02000951,Wandsworth 029,7.55,53,-0.07285162260697443,0.438,Not Significant
E02000952,Wandsworth 030,5.26,19,-0.24726520324203244,0.329,Not Significant
E02000953,Wandsworth 031,0.0,42,-0.633694473310756,0.096,Not Significant
E02000954,Wandsworth 032,8.16,49,-0.35582407297912344,0.116,Not Significant
E02000955,Wandsworth 033,2.86,35,-0.3918573013902716,0.225,Not Significant
E02000956,Wandsworth 034,3.7,54,-0.5125207848484881,0.107,Not Significant
E02000957,Wandsworth 035,5.14,175,-0.4254670560321743,0.106,Not Significant
E02000958,Wandsworth 036,0.0,9,-0.499255454743145,0.195,Not Significant
E02000959,Wandsworth 037,0.0,32,-0.3961940439247107,0.298,Not Significant
E02000960,Westminster 001,5.0,40,-0.007527160481074945,0.437,Not Significant
E02000961,Westminster 002,2.94,34,0.5558484936356773,0.042,Hot Spot
E02000962,Westminster 003,4.55,22,0.3081439641685986,0.169,Not Significant
E02000963,Westminster 004,17.39,23,0.5336545759594303,0.36,Not Significant
E02000964,Westminster 005,14.52,62,0.8629554628601983,0.039,Hot Spot
E02000965,Westminster 006,28.57,28,0.8410530909005522,0.215,Not Significant
E02000966,Westminster 007,8.51,47,1.0237064823510447,0.016,Hot Spot
E02000967,Westminster 008,3.85,130,0.29400399691345325,0.156,Not Significant
E02000968,Westminster 009,24.27,103,0.4314860238980863,0.38,Not Significant
E02000969,Westminster 010,8.33,36,0.8181788998855697,0.011,Hot Spot
E02000970,Westminster 011,5.19,366,-0.04907242509670948,0.48,Not Significant
E02000971,Westminster 012,6.54,153,0.3956441223634576,0.143,Not Significant
E02000972,Westminster 013,5.76,1094,0.10533747505806593,0.339,Not Significant
E02000973,Westminster 014,5.88,68,-0.008693343347478935,0.457,Not Significant
E02000974,Westminster 015,7.62,210,0.6401853808054158,0.081,Not Significant
E02000975,Westminster 016,8.27,133,0.5994710214820939,0.065,Not Significant
E02000976,Westminster 017,11.18,152,-0.042111771112862274,0.372,Not Significant
E02000977,Westminster 018,7.29,1221,-0.001623359719905425,0.48,Not Significant
E02000978,Westminster 019,5.08,118,-0.19819805913809327,0.242,Not Significant
E02000979,Westminster 020,7.84,268,-0.1265506992834112,0.372,Not Significant
E02000980,Westminster 021,2.33,43,0.18543966069417572,0.203,Not Significant
E02000981,Westminster 022,7.37,95,0.02579651492641306,0.457,Not Significant
E02000982,Westminster 023,2.17,138,-0.025275005979157678,0.376,Not Significant
E02000983,Westminster 024,12.0,25,-0.16553036159295742,0.224,Not Significant
E02006782,Bromley 040,0.0,14,-0.343196499128845,0.277,Not Significant
E02006783,Lewisham 037,0.0,22,-0.4291022666860423,0.226,Not Significant
E02006784,Lewisham 038,5.41,37,-0.667495554829178,0.007,Cold Spot
E02006785,Bexley 029,11.11,9,-0.3243644679971525,0.108,Not Significant
E02006786,Greenwich 033,0.0,20,-0.18114263471693803,0.497,Not Significant
E02006787,Bromley 041,2.63,38,-0.8874121331827287,0.001,Cold Spot
E02006788,Croydon 045,0.0,9,-0.5686068920795947,0.106,Not Significant
E02006789,Bromley 042,0.0,35,-0.5769979422355158,0.066,Not Significant
E02006791,Ealing 040,26.67,15,0.7604917207607964,0.325,Not Significant
E02006792,Hounslow 029,2.19,137,0.6905426147053141,0.019,Hot Spot
E02006793,Enfield 037,10.0,60,0.2688581788566212,0.257,Not Significant
E02006794,Haringey 037,3.8,79,-0.22662376650668553,0.346,Not Significant
E02006795,Harrow 032,11.43,35,0.5122259657892608,0.145,Not Significant
E02006796,Hillingdon 033,3.7,54,0.0898939620508105,0.306,Not Significant
E02006798,Lewisham 039,7.75,129,-0.28413115910622205,0.205,Not Significant
E02006799,Barking and Dagenham 023,6.94,72,0.07217414979470846,0.394,Not Significant
E02006800,Redbridge 034,10.87,46,0.5033483987187619,0.076,Not Significant
E02006801,Lambeth 036,2.11,237,-0.2752754579644684,0.455,Not Significant
E02006802,Southwark 034,0.0,77,-0.46456151446763244,0.224,Not Significant
E02006836,Sutton 025,14.29,14,-0.33848985796646835,0.043,Cold Spot
E02006853,Tower Hamlets 032,4.0,25,0.11579667764112508,0.291,Not Significant
E02006854,Tower Hamlets 033,2.63,266,-0.03956074609260404,0.396,Not Significant
E02006882,Harrow 033,2.17,46,-0.047060759652163164,0.43,Not Significant
E02006918,Hackney 028,8.33,12,1.1122270505540068,0.006,Hot Spot
E02006921,Hackney 029,15.0,20,0.8964103338401569,0.05,Not Significant
E02006924,Redbridge 035,11.76,51,0.5890968530663764,0.062,Not Significant
E02006925,Redbridge 036,11.54,26,-0.010369731217934018,0.4,Not Significant
E02006927,Greenwich 034,0.0,28,-0.6634776904222712,0.032,Cold Spot
E02006928,Greenwich 035,0.0,74,-0.23854069767274919,0.444,Not Significant
E02006930,Greenwich 037,1.15,87,-0.46405130946358086,0.193,Not Significant
E02006931,Greenwich 038,0.0,156,-0.4107348865401828,0.105,Not Significant
E02006941,Southwark 035,0.73,137,-0.5965515490157953,0.15,Not Significant
E02006942,Southwark 036,0.0,85,-0.5947913417518171,0.219,Not Significant
E02006953,Barnet 042,18.18,11,1.3198804872030303,0.013,Hot Spot
E02006954,Barnet 043,10.81,37,0.5180933233358546,0.135,Not Significant
E02006955,Brent 035,0.96,104,-0.20601512866445634,0.447,Not Significant
E02006956,Brent 036,3.7,27,-0.34535575959242065,0.226,Not Significant
E02006968,Ealing 041,10.26,39,1.2013853750120336,0.002,Hot Spot
E02006969,Ealing 042,7.46,134,1.3209008972111336,0.004,Hot Spot
E02006970,Ealing 043,27.16,81,2.7716688262320144,0.001,Hot Spot
E02006971,Ealing 044,30.0,30,1.7025342402417716,0.004,Hot Spot
E02006972,Hounslow 030,8.0,25,0.7385383283007448,0.034,Hot Spot
E02006973,Hounslow 031,0.0,40,0.23824587861352228,0.137,Not Significant
E02006987,Croydon 046,1.18,169,0.802022408090601,0.018,Hot Spot
E02006988,Croydon 047,8.96,67,0.1456436703781467,0.371,Not Significant
E02006991,Greenwich 039,12.9,62,-0.005428031321548091,0.334,Not Significant
E02006992,Greenwich 040,1.92,104,-0.7180058502302918,0.065,Not Significant
E02006993,Greenwich 041,2.86,35,-0.04670361614932723,0.409,Not Significant
E02006994,Greenwich 042,4.96,121,0.1564673051069568,0.265,Not Significant
E02006995,Newham 038,0.0,36,-0.08602584467587947,0.392,Not Significant
E02006996,Newham 039,4.55,132,0.7708999028434498,0.013,Hot Spot
E02006997,Newham 040,6.67,30,-0.040836258602732996,0.487,Not Significant
E02006998,Newham 041,8.11,37,0.08579662340288774,0.412,Not Significant
E02006999,Newham 042,1.96,51,-0.004739254566078511,0.311,Not Significant
E02007008,Lewisham 040,3.23,31,-0.25869379533278963,0.357,Not Significant
E02007009,Lewisham 041,10.99,91,-0.2350542968117296,0.152,Not Significant
E02007017,Redbridge 037,0.0,4,0.09385786246690396,0.216,Not Significant
E02007018,Redbridge 038,6.9,29,0.12406199870676188,0.347,Not Significant
E02007019,Redbridge 039,13.29,143,0.9974309246423843,0.007,Hot Spot
E02007020,Redbridge 040,8.33,12,1.0350840539413964,0.022,Hot Spot
E02007083,Wandsworth 038,0.0,114,-0.5243830511926889,0.282,Not Significant
E02007084,Wandsworth 039,5.43,92,-0.3037619040240192,0.184,Not Significant
E02007108,Hackney 030,0.76,132,-0.5581841327111112,0.119,Not Significant
E02007109,Hackney 031,2.27,44,-0.5505310576503362,0.1,Not Significant
E02007110,Hackney 032,3.28,61,-0.23838763617153363,0.402,Not Significant
E02007111,Hackney 033,3.47,259,-0.23403388680362638,0.304,Not Significant
E02007112,Tower Hamlets 034,4.35,23,-0.45091353060925055,0.197,Not Significant
E02007113,Tower Hamlets 035,5.66,53,-0.30843878322782603,0.234,Not Significant
E02007114,Tower Hamlets 036,5.71,35,0.048449617106306526,0.383,Not Significant
E02007115,Camden 029,11.34,194,0.29640924907541094,0.253,Not Significant
